pairId	DepthList	WidthList	Sent1SelfNum	Sent2SelfNum	InterSectNum
4238	1|2|1	1|1|1	19.0	27.0	3.0
4239	1	1	33.0	85.0	1.0
4242			19.0	43.0	0.0
4244			27.0	33.0	0.0
4246			51.0	6.0	0.0
4247	1	1	12.0	6.0	1.0
4248	1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1|1|2|1	1|4|4|3|3|3|2|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	73.0	123.0	24.0
4251	1	1	123.0	6.0	1.0
4252			148.0	6.0	0.0
4253			61.0	6.0	0.0
4254			73.0	51.0	0.0
4257			51.0	19.0	0.0
4259	1|1	1|1	56.0	19.0	2.0
4260	1|1|2|2|2|2|1|1|2|1|1|2|2|2|2|1|1|2|1	1|1|3|3|2|3|3|2|2|2|1|2|2|1|2|2|1|1|1	56.0	56.0	19.0
4265	1	1	56.0	19.0	1.0
4266	1|2|1|1|1|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|1|4|4|4|3|4|4|4|3|3|3|3|2|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|4|4|4|3|3|3|3|2|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|3|3|3|2|2|2|2|1|2|2|2|1|2|2|2|1|1|1|1	148.0	148.0	76.0
4267	1|1|2|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|4|4|4|3|4|4|4|3|3|3|3|2|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|3|3|3|2|2|2|2|1|2|2|2|1|2|2|2|1|1|1|1	198.0	148.0	51.0
4269	2|1|1|1|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1	1|1|1|1|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1	195.0	99.0	99.0
4272	2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1	1|1|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1	148.0	99.0	34.0
4274	2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1	1|1|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1	99.0	148.0	18.0
4275	1|1|1	2|1|1	63.0	12.0	3.0
4277	3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|2|1|1|1|1|1	5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1|1|2|1|1	85.0	190.0	85.0
4279	1	1	190.0	63.0	1.0
4280	1	1	85.0	63.0	1.0
4282	1	1	85.0	115.0	1.0
4283	1	1	85.0	63.0	1.0
4284	1|1	1|1	37.0	19.0	2.0
4287	1|2|1|1|2|1	1|2|2|1|1|1	19.0	19.0	6.0
4289			19.0	37.0	0.0
4290	1|1|1|1|1|1|1	3|2|2|1|2|1|1	19.0	19.0	7.0
4291			48.0	19.0	0.0
4295	1|1|1	2|1|1	12.0	12.0	3.0
4301	1|1|1	2|1|1	12.0	12.0	3.0
4304	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4305	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	37.0	19.0	19.0
4306			12.0	19.0	0.0
4307			12.0	37.0	0.0
4308			19.0	19.0	0.0
4312	1|2|1	1|1|1	19.0	27.0	3.0
4315			19.0	19.0	0.0
4316	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4318			27.0	19.0	0.0
4320	1	1	19.0	6.0	1.0
4322	1|1|1	2|1|1	19.0	6.0	3.0
4323	1	1	6.0	6.0	1.0
4325	1|1|1	2|1|1	6.0	19.0	3.0
4328	1|1|1	2|1|1	19.0	6.0	3.0
4329			19.0	6.0	0.0
4338			19.0	27.0	0.0
4339	1	1	19.0	19.0	1.0
4340			19.0	19.0	0.0
4341	1	1	19.0	19.0	1.0
4344	1	1	12.0	45.0	1.0
4346	1	1	19.0	45.0	1.0
4347	1	1	19.0	37.0	1.0
4348			12.0	19.0	0.0
4349	1	1	27.0	12.0	1.0
4350	1	1	19.0	12.0	1.0
4351	1|2|2|1|1|1	1|2|1|2|1|1	12.0	6.0	6.0
4354	1|2|2|1|1|1	1|2|1|2|1|1	12.0	6.0	6.0
4357			12.0	6.0	0.0
4359			6.0	6.0	0.0
4361	1|2|1	1|1|1	19.0	27.0	3.0
4363	1|2|2|1|1|1	1|2|1|2|1|1	12.0	12.0	6.0
4364	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	24.0	12.0	12.0
4365			12.0	19.0	0.0
4369			108.0	12.0	0.0
4370			12.0	19.0	0.0
4377			12.0	51.0	0.0
4378	1	1	37.0	12.0	1.0
4379	1	1	19.0	12.0	1.0
4381	1|1	1|1	19.0	19.0	2.0
4382	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	19.0	19.0	12.0
4386			51.0	19.0	0.0
4387	1|1	1|1	19.0	19.0	2.0
4390	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	37.0	19.0	19.0
4392	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	64.0	64.0	19.0
4393	1|2|1|1|2|1	1|2|2|1|1|1	96.0	19.0	6.0
4394	1|2|1|1|2|1	1|2|2|1|1|1	64.0	19.0	6.0
4395			64.0	51.0	0.0
4396	1|2|1|1|2|1	1|2|2|1|1|1	37.0	64.0	6.0
4398	1	1	85.0	33.0	1.0
4401	1|1|1|1|2|2|2|2|2|2|2|2|2|2|2|2|2|1|1|2|2|2|1|1|2|2|2|1|1|2|2|2|1	2|1|1|1|4|3|3|3|2|3|2|2|2|1|4|3|3|3|2|3|2|2|2|1|3|2|2|2|1|2|1|1|1	63.0	33.0	33.0
4407	1	1	75.0	75.0	1.0
4408	1|1|1|1|1|1|1|3|3|3|3|3|3|3|2|1|1|3|3|3|3|3|3|3|2|1|2|2|2|2|2|2|2|1	3|2|2|1|2|1|1|4|3|3|2|3|2|2|2|2|1|3|2|2|1|2|1|1|1|1|3|2|2|1|2|1|1|1	75.0	75.0	34.0
4410	4|3|2|2|4|3|2|1|1|3|2|1|1|3|2|1|2|1	2|2|2|1|1|1|1|1|1|2|2|2|1|1|1|1|1|1	78.0	181.0	18.0
4412			78.0	75.0	0.0
4414	1|2|1	1|1|1	181.0	75.0	3.0
4417	3|2|1|1|3|2|1|2|1|1|4|3|2|2|4|3|2|1	2|2|2|1|1|1|1|1|1|1|2|2|2|1|1|1|1|1	78.0	64.0	18.0
4418	1|4|3|2|2|4|3|2|1|3|2|1|1|3|2|1|2|1	1|2|2|2|1|1|1|1|1|2|2|2|1|1|1|1|1|1	199.0	501.0	18.0
4426	1|2|2|1|1|1	1|2|1|2|1|1	12.0	6.0	6.0
4431			6.0	19.0	0.0
4432	1	1	12.0	6.0	1.0
4439			27.0	19.0	0.0
4440			19.0	19.0	0.0
4442			19.0	19.0	0.0
4443	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	27.0	27.0	12.0
4445	1	1	6.0	27.0	1.0
4446	1|1|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|2|1	1|1|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1	27.0	51.0	27.0
4447	1	1	6.0	27.0	1.0
4454	1|1|2|1	1|1|1|1	27.0	51.0	4.0
4457	1|1|1	2|1|1	27.0	51.0	3.0
4458	1	1	27.0	27.0	1.0
4464	1|2|1|1|2|1|1|2|1|1|2|1|1	1|3|3|2|2|2|1|2|2|1|1|1|1	324.0	324.0	13.0
4468			324.0	36.0	0.0
4469			324.0	27.0	0.0
4471	1|1|1|1	2|1|1|1	33.0	33.0	4.0
4472	1|3|2|1|2|1	1|1|1|1|1|1	156.0	64.0	6.0
4473	3|2|1|1|3|2|1|2|1|1|4|3|2|2|4|3|2|1|1|4|3|2|2|4|3|2|1	2|2|2|1|1|1|1|1|1|1|3|3|3|2|2|2|2|2|1|2|2|2|1|1|1|1|1	64.0	64.0	27.0
4481	1|2|1	1|1|1	51.0	133.0	3.0
4486			37.0	51.0	0.0
4487			51.0	19.0	0.0
4490	1|1	1|1	19.0	19.0	2.0
4497	1|1	1|1	19.0	19.0	2.0
4498	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	19.0	37.0	19.0
4501	1|1|1|1|1|1|1	3|2|2|1|2|1|1	19.0	19.0	7.0
4503			37.0	19.0	0.0
4507			19.0	19.0	0.0
4509	1|2|1	1|1|1	27.0	19.0	3.0
4511	1|2|1|1|2|1|1|2|1|3|3|3|3|3|2|2|2|3|2|2|2|3|3|3|3|3|2|2|2|3|2|1|1|3|2|1	1|2|2|1|1|1|1|1|1|3|3|3|2|3|3|3|2|2|2|2|1|2|2|2|1|2|2|2|1|2|2|2|1|1|1|1	210.0	177.0	36.0
4513			19.0	210.0	0.0
4514			51.0	177.0	0.0
4515			177.0	27.0	0.0
4516	1	1	19.0	177.0	1.0
4517			19.0	51.0	0.0
4522			19.0	27.0	0.0
4523			19.0	51.0	0.0
4524			19.0	27.0	0.0
4525	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4526	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4529	1|2|1	1|1|1	19.0	27.0	3.0
4534	1	1	19.0	19.0	1.0
4540			60.0	93.0	0.0
4541			76.0	60.0	0.0
4544			51.0	19.0	0.0
4549	1|2|1	1|1|1	19.0	27.0	3.0
4551	1|2|1	1|1|1	27.0	19.0	3.0
4553	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	64.0	33.0	19.0
4556	1|4|3|2|2|4|3|2|1|1|2|1|3|2|1|1|3|2|1|5|4|3|3|5|4|3|2|2|2|5|4|3|3|5|4|3|2|1|1|5|4|3|3|5|4|3|2|1	1|2|2|2|1|1|1|1|1|1|1|1|2|2|2|1|1|1|1|3|3|3|2|2|2|2|2|2|1|3|3|3|2|2|2|2|2|2|1|2|2|2|1|1|1|1|1|1	199.0	234.0	48.0
4558	1	1	234.0	33.0	1.0
4559	1|1	1|1	199.0	64.0	2.0
4562			6.0	19.0	0.0
4564	1	1	6.0	6.0	1.0
4565	1|2|2|1|1|1	1|2|1|2|1|1	12.0	6.0	6.0
4567	1|1|1	2|1|1	12.0	6.0	3.0
4569			12.0	6.0	0.0
4570	1|1|1	2|1|1	6.0	6.0	3.0
4573	1|2|2|1|1|1	1|2|1|2|1|1	12.0	6.0	6.0
4574	1|2|2|1|1|1	1|2|1|2|1|1	6.0	12.0	6.0
4579			6.0	33.0	0.0
4580			51.0	19.0	0.0
4581	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	19.0	37.0	19.0
4585	1|2|1	1|1|1	19.0	27.0	3.0
4590	1	1	12.0	6.0	1.0
4595			12.0	19.0	0.0
4596			12.0	19.0	0.0
4597			19.0	6.0	0.0
4601	1|2|1|1|2|1|1|2|1|1|2|1	1|3|3|2|2|2|1|2|2|1|1|1	90.0	73.0	12.0
4605	1	1	27.0	73.0	1.0
4606	1|1	1|1	73.0	19.0	2.0
4611	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4612	1|2|1	1|1|1	27.0	19.0	3.0
4616	1|2|1|1|2|1|1|2|1|1|2|1	1|3|3|2|2|2|1|2|2|1|1|1	37.0	37.0	12.0
4617	1	1	73.0	37.0	1.0
4619	1|3|2|2|3|2|1|1|1|2|1|1|2|1|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1|1|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1|1|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1|1|4|3|3|4|3|2|2|2|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1	1|2|2|1|1|1|1|1|1|2|2|1|1|1|5|5|4|4|4|4|4|3|5|5|4|4|4|4|4|3|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|3|3|2|2|2|2|2|1|5|5|4|4|4|4|4|3|5|5|4|4|4|4|4|3|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|3|3|2|2|2|2|2|1|4|4|3|3|3|3|3|2|4|4|3|3|3|3|3|2|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|3|3|2|2|2|2|2|1|2|2|1|1|1|1|1	157.0	301.0	157.0
4626	1|2|1	1|1|1	19.0	27.0	3.0
4630			19.0	48.0	0.0
4632			27.0	24.0	0.0
4633			19.0	24.0	0.0
4634			19.0	51.0	0.0
4635	1|2|1	1|1|1	27.0	19.0	3.0
4636			51.0	19.0	0.0
4637	1|2|1	1|1|1	27.0	19.0	3.0
4643	2|1|1|1|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1	1|1|1|1|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1	76.0	76.0	27.0
4644	1|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|2|2|2|1|2|2|2|1|1|1|1	93.0	76.0	15.0
4646	1|1|1|1	2|1|1|1	33.0	126.0	4.0
4648	1|1	1|1	76.0	33.0	2.0
4651	1|2|1|1|1|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|1|4|4|4|3|4|4|4|3|3|3|3|2|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|4|4|4|3|3|3|3|2|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|3|3|3|2|2|2|2|1|2|2|2|1|2|2|2|1|1|1|1	126.0	76.0	76.0
4652	1|1	1|1	64.0	19.0	2.0
4653	1|2|1	1|1|1	27.0	19.0	3.0
4656	1	1	102.0	19.0	1.0
4659			102.0	27.0	0.0
4660	1	1	19.0	102.0	1.0
4662	1|2|1	1|1|1	27.0	19.0	3.0
4663			51.0	19.0	0.0
4664	1|2|1	1|1|1	27.0	19.0	3.0
4665			19.0	51.0	0.0
4666			19.0	27.0	0.0
4668			19.0	27.0	0.0
4669	1	1	19.0	19.0	1.0
4671	1|3|2|2|3|2|1|1|2|1|1|2|1|1	1|2|2|1|1|1|1|1|2|2|1|1|1|1	157.0	157.0	14.0
4673	3|2|2|3|2|1|1|2|1|1|2|1|1|2|1|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1	2|2|1|1|1|1|1|2|2|1|1|1|1|1|1|3|3|2|2|2|2|2|1|2|2|1|1|1|1|1	441.0	301.0	30.0
4674	3|2|2|3|2|1|2|1|1|2|1|1|2|2|2|1|1|1|1|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|1|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|2|2|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|3|3|3|2|1|1|3|3|3|2|1|4|3|3|4|3|2|1|1|4|3|3|4|3|2|1	2|2|1|1|1|1|2|2|1|1|1|1|2|1|1|1|2|1|1|6|5|5|5|5|4|6|5|5|5|5|4|5|4|4|4|4|3|5|4|4|4|4|3|5|4|4|4|4|3|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|5|4|4|4|4|3|5|4|4|4|4|3|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|4|3|3|3|3|2|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|3|2|2|2|2|1|3|2|2|2|2|1|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|3|3|2|2|2|2|2|1|2|2|1|1|1|1|1	441.0	441.0	237.0
4679	2|2|1|1|1|1|2|2|1|1|1|1|1	3|2|3|2|2|1|2|1|2|1|1|1|1	157.0	441.0	13.0
4680	1|2|1|1|2|1|1	1|2|2|1|1|1|1	441.0	157.0	7.0
4681	1|1	1|1	19.0	19.0	2.0
4683	1	1	12.0	12.0	1.0
4685	1	1	12.0	19.0	1.0
4686	1|2|2|1|1|1	1|2|1|2|1|1	24.0	19.0	6.0
4687	1	1	12.0	19.0	1.0
4688	1|2|2|1|1|1	1|2|1|2|1|1	12.0	37.0	6.0
4689	1|2|2|1|1|1	1|2|1|2|1|1	19.0	12.0	6.0
4696	1	1	63.0	279.0	1.0
4697	1	1	63.0	120.0	1.0
4699	3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3|3|2|2|2|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|1|1	5|4|4|3|4|3|3|2|5|4|4|3|4|3|3|2|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|4|3|3|2|3|2|2|1|3|2|2|1|2|1|1|2|2|1|1|1|1	120.0	120.0	61.0
4700	1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|2|1|2|1|1|2|1|1	1|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|2|5|5|5|4|4|4|4|3|4|4|4|3|3|3|3|2|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1|1|1|2|2|1|1|1|1	232.0	120.0	120.0
4701	3|3|2|2|2|2|3|3|2|2|1|1|1|1|2|1|1|2|1|2|1|1	3|2|3|2|2|1|2|1|2|1|2|1|1|1|2|2|1|1|1|1|1|1	120.0	163.0	22.0
4702	2|2|2|2|2|2|1|1|1|1|1|1|1|2|1	3|2|2|1|2|1|2|1|1|1|2|1|1|1|1	163.0	120.0	15.0
4710	1|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|1	2|1|1|4|3|3|3|3|2|3|2|2|2|2|1|3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|1	180.0	105.0	31.0
4711	3|3|3|2|1|1|3|3|3|2|1|2|2|2|1|1|1|1	3|2|2|2|2|1|2|1|1|1|1|2|1|1|1|2|1|1	96.0	105.0	18.0
4712	2|1|1	1|1|1	180.0	154.0	3.0
4713			154.0	96.0	0.0
4716	1	1	154.0	105.0	1.0
4717			19.0	51.0	0.0
4718	1|2|1	1|1|1	27.0	19.0	3.0
4720	1|2|1|1|2|1	1|2|2|1|1|1	19.0	19.0	6.0
4724			51.0	19.0	0.0
4725			19.0	27.0	0.0
4728	1|2|1|1|1	1|1|1|1|1	76.0	76.0	5.0
4729	1|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|2|2|2|1|2|2|2|1|1|1|1	93.0	76.0	15.0
4731	1|2|1|1|3|2|2|2|3|2|1|1|3|2|1	1|1|1|1|2|2|2|1|2|2|2|1|1|1|1	76.0	93.0	15.0
4735	1	1	76.0	93.0	1.0
4740	2|1|1|1|3|2|2|2|3|2|2|2|3|2|2|2|3|2|2|2|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1|1|3|2|1	1|1|1|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|4|4|4|3|3|3|3|2|3|3|3|2|2|2|2|1|3|3|3|2|2|2|2|1|2|2|2|1|1|1|1	51.0	99.0	51.0
4742	1|2|1	1|1|1	84.0	51.0	3.0
4743	1|2|1	1|1|1	99.0	84.0	3.0
4745	1|2|1	1|1|1	64.0	51.0	3.0
4746	1|2|1	1|1|1	51.0	156.0	3.0
4752			102.0	99.0	0.0
4753			102.0	99.0	0.0
4756			102.0	148.0	0.0
4759	1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1	1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1	43.0	27.0	19.0
4760	1|3|2|1|1|3|2|1|2|1	1|2|2|2|1|1|1|1|1|1	27.0	27.0	10.0
4761	1	1	27.0	43.0	1.0
4762			27.0	27.0	0.0
4763			27.0	27.0	0.0
4764	1	1	27.0	27.0	1.0
4766	1|1	1|1	19.0	19.0	2.0
4769	1|1	1|1	56.0	56.0	2.0
4771			56.0	19.0	0.0
4774			19.0	56.0	0.0
4777	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	33.0	33.0	19.0
4780	1|1|1	2|1|1	12.0	33.0	3.0
4782	1	1	33.0	19.0	1.0
4788			51.0	110.0	0.0
4790			27.0	126.0	0.0
4793	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4794	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	19.0	37.0	19.0
4795			51.0	12.0	0.0
4796	1	1	19.0	12.0	1.0
4797			19.0	51.0	0.0
4798	1	1	19.0	19.0	1.0
4799	1	1	19.0	12.0	1.0
4800	1|1|1	2|1|1	37.0	12.0	3.0
4802	2|1|1	1|1|1	76.0	138.0	3.0
4805	2|1|1	1|1|1	105.0	43.0	3.0
4806	1|1|1|2|2|2|1|3|3|3|2|1	2|1|1|2|1|1|1|2|1|1|1|1	54.0	43.0	12.0
4807	1|1|1	2|1|1	43.0	43.0	3.0
4808			76.0	105.0	0.0
4810			43.0	76.0	0.0
4811			138.0	43.0	0.0
4812	1	1	93.0	43.0	1.0
4813			76.0	43.0	0.0
4815	1|1	1|1	19.0	19.0	2.0
4817			19.0	51.0	0.0
4819			19.0	51.0	0.0
4820			19.0	27.0	0.0
4821	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4822			27.0	19.0	0.0
4825	1|1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1	1|1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1	37.0	19.0	19.0
4826	1|1|1	1|1|1	56.0	56.0	3.0
4832	1|1	1|1	56.0	19.0	2.0
4836	1|1	1|1	19.0	37.0	2.0
4839	1	1	19.0	19.0	1.0
4842	1|1|1	1|1|1	76.0	109.0	3.0
4844			19.0	51.0	0.0
4845	1|2|1	1|1|1	27.0	19.0	3.0
4847			76.0	27.0	0.0
4848	1	1	109.0	19.0	1.0
4849			93.0	19.0	0.0
4853	1	1	33.0	85.0	1.0
4855			19.0	85.0	0.0
4857			51.0	33.0	0.0
4858	1	1	37.0	33.0	1.0
4859	1	1	19.0	33.0	1.0
4860	1	1	6.0	6.0	1.0
4863			6.0	12.0	0.0
4867			6.0	12.0	0.0
4869	1	1	12.0	12.0	1.0
4872	1|2|2|2|2|1|1|1|1|1|1|1	1|3|2|2|1|3|2|2|1|2|1|1	24.0	12.0	12.0
4874	1	1	24.0	12.0	1.0
4877	1	1	12.0	12.0	1.0
4879	2|1|1|4|3|2|1|3|2|1	1|1|1|1|1|1|1|1|1|1	46.0	36.0	10.0
4880	1|2|2|2|2|2|2|2|1|1|2|1|1|2|1|1|2|1|1	1|3|3|2|2|2|1|3|3|2|2|2|1|2|2|1|1|1|1	36.0	36.0	19.0
4881	2|1|1|1|4|3|2|2|2|4|3|2|2|2|4|3|2|1|1|4|3|2|1|1|4|3|2|1|1|4|3|2|1|3|2|1	1|1|1|1|3|3|3|3|2|2|2|2|2|1|3|3|3|3|2|2|2|2|2|1|2|2|2|2|1|1|1|1|1|1|1|1	66.0	36.0	36.0
4882	1	1	36.0	36.0	1.0
4883	2|1|1|3|2|1	1|1|1|1|1|1	66.0	36.0	6.0
4885	2|1|1|3|2|1	1|1|1|1|1|1	36.0	46.0	6.0
4886	2|1|1|3|2|1	1|1|1|1|1|1	36.0	36.0	6.0
4888	1	1	12.0	19.0	1.0
4898	1|2|2|1|1|1	1|2|1|2|1|1	19.0	19.0	6.0
4900	1	1	19.0	19.0	1.0
4901			27.0	19.0	0.0
